arriveSn,busStopId,remainStop,shortLineName,busId,metroFlag,busStopName,currStopId,lineId,remainMin,dirStart,dir,lowBus,arriveFlag,lineName,lineKind
1,2513,0,첨단192,,0,동원촌,0,79,0,,0,,0,첨단192,0
2,2513,0,첨단20,,0,동원촌,0,11,0,,0,,0,첨단20,0
3,2513,0,마을700,,0,동원촌,0,203,0,,0,,0,마을700,0
4,2513,0,임곡91,,0,동원촌,0,61,0,,0,,0,임곡91,0
5,2513,0,첨단92,,0,동원촌,0,62,0,,0,,0,첨단92,0
6,2513,0,첨단94,,0,동원촌,0,64,0,,0,,0,첨단94,0
7,2534,0,첨단193,,0,첨단1동행정복지센터,0,80,0,,0,,0,첨단193,0
8,2534,0,매월16,,0,첨단1동행정복지센터,0,7,0,,0,,0,매월16,0
9,2534,0,마을700,,0,첨단1동행정복지센터,0,203,0,,0,,0,마을700,0
10,2534,0,첨단30,,0,첨단1동행정복지센터,0,17,0,,0,,0,첨단30,0
11,2534,0,문흥39,,0,첨단1동행정복지센터,0,90,0,,0,,0,문흥39,0
12,2534,0,첨단94,,0,첨단1동행정복지센터,0,64,0,,0,,0,첨단94,0
13,2534,0,첨단40,,0,첨단1동행정복지센터,0,92,0,,0,,0,첨단40,0
14,2534,0,운림51,,0,첨단1동행정복지센터,0,26,0,,0,,0,운림51,0
15,196,0,첨단193,,0,남계(장성),0,80,0,,0,,0,첨단193,0
16,3447,0,진곡196,,0,싸이클경기장,0,81,0,,0,,0,진곡196,0
17,3447,0,나주160,,0,싸이클경기장,0,542,0,,0,,0,나주160,0
18,3447,0,나주600,,0,싸이클경기장,0,561,0,,0,,0,나주600,0
19,3447,0,나주601,,0,싸이클경기장,0,562,0,,0,,0,나주601,0
20,3447,0,나주602,,0,싸이클경기장,0,521,0,,0,,0,나주602,0
21,3026,0,충효187,,0,산수무등파크,0,78,0,,0,,0,충효187,0
22,3026,0,충효188,,0,산수무등파크,0,121,0,,0,,0,충효188,0
23,3026,0,1187-1,,0,산수무등파크,0,97,0,,0,,0,1187-1,0
24,3026,0,1187,,0,산수무등파크,0,87,0,,0,,0,1187,0
25,3026,0,두암81(무등파크.장등동),,0,산수무등파크,0,130,0,,0,,0,두암81(무등파크.장등동),0
26,3026,0,두암81(무등파크.장등마을),,0,산수무등파크,0,106,0,,0,,0,두암81(무등파크.장등마을),0
27,3400,0,송정99,,0,구야촌,0,69,0,,0,,0,송정99,0
28,3498,0,임곡290,,0,노동,0,84,0,,0,,0,임곡290,0
29,3498,0,임곡290,,0,노동,0,84,0,,0,,0,임곡290,0
30,2217,0,대촌71,,0,월성,0,42,0,,0,,0,대촌71,0
31,2217,0,대촌270,,0,월성,0,83,0,,0,,0,대촌270,0
32,2217,0,송정99,,0,월성,0,69,0,,0,,0,송정99,0
33,1666,0,나주600,,0,평동초교,0,561,0,,0,,0,나주600,0
34,1666,0,나주601,,0,평동초교,0,562,0,,0,,0,나주601,0
35,1666,0,송정96,,0,평동초교,0,66,0,,0,,0,송정96,0
36,1666,0,송정97(봉정행),,0,평동초교,0,132,0,,0,,0,송정97(봉정행),0
37,1666,0,송정97,,0,평동초교,0,93,0,,0,,0,송정97,0
38,2778,0,첨단09,,0,북성중,0,5,0,,0,,0,첨단09,0
39,2778,0,518,,0,북성중,0,86,0,,0,,0,518,0
40,2778,0,일곡38,,0,북성중,0,20,0,,0,,0,일곡38,0
41,2778,0,첨단95,,0,북성중,0,65,0,,0,,0,첨단95,0
42,2778,0,운림51,,0,북성중,0,26,0,,0,,0,운림51,0
43,3897,0,송암68,,0,송화마을3단지,0,111,0,,0,,0,송암68,0
44,3897,0,진월75,,0,송화마을3단지,0,100,0,,0,,0,진월75,0
45,3897,0,봉선76,,0,송화마을3단지,0,47,0,,0,,0,봉선76,0
46,3897,0,첨단95,,0,송화마을3단지,0,65,0,,0,,0,첨단95,0
47,3897,0,금남55,,0,송화마을3단지,0,30,0,,0,,0,금남55,0
48,3897,0,금남59,,0,송화마을3단지,0,34,0,,0,,0,금남59,0
49,71,0,첨단192,,0,동원촌,0,79,0,,0,,0,첨단192,0
50,71,0,첨단20,,0,동원촌,0,11,0,,0,,0,첨단20,0
51,71,0,마을700,,0,동원촌,0,203,0,,0,,0,마을700,0
52,71,0,임곡91,,0,동원촌,0,61,0,,0,,0,임곡91,0
53,71,0,첨단92,,0,동원촌,0,62,0,,0,,0,첨단92,0
54,71,0,첨단94,,0,동원촌,0,64,0,,0,,0,첨단94,0
55,808,0,함평500,,0,송정공원역,0,826,0,,0,,0,함평500,0
56,808,0,함평500,,0,송정공원역,0,822,0,,0,,0,함평500,0
57,808,0,좌석02,,0,송정공원역,0,109,0,,0,,0,좌석02,0
58,808,0,상무62(상무역경유시청행),,0,송정공원역,0,127,0,,0,,0,상무62(상무역경유시청행),0
59,808,0,함평500,,0,송정공원역,0,805,0,,0,,0,함평500,0
60,808,0,함평500,,0,송정공원역,0,804,0,,0,,0,함평500,0
61,808,0,진곡196,,0,송정공원역,0,81,0,,0,,0,진곡196,0
62,808,0,함평500,,0,송정공원역,0,803,0,,0,,0,함평500,0
63,808,0,함평500,,0,송정공원역,0,802,0,,0,,0,함평500,0
64,808,0,함평500,,0,송정공원역,0,801,0,,0,,0,함평500,0
65,808,0,함평500,,0,송정공원역,0,800,0,,0,,0,함평500,0
66,808,0,임곡290,,0,송정공원역,0,84,0,,0,,0,임곡290,0
67,808,0,진월75,,0,송정공원역,0,100,0,,0,,0,진월75,0
68,808,0,함평500,,0,송정공원역,0,799,0,,0,,0,함평500,0
69,808,0,송정19,,0,송정공원역,0,10,0,,0,,0,송정19,0
70,808,0,함평500,,0,송정공원역,0,796,0,,0,,0,함평500,0
71,808,0,함평500,,0,송정공원역,0,797,0,,0,,0,함평500,0
72,808,0,함평500,,0,송정공원역,0,817,0,,0,,0,함평500,0
73,808,0,함평500,,0,송정공원역,0,835,0,,0,,0,함평500,0
74,808,0,마을720,,0,송정공원역,0,195,0,,0,,0,마을720,0
75,808,0,함평500,,0,송정공원역,0,833,0,,0,,0,함평500,0
76,808,0,송정29,,0,송정공원역,0,16,0,,0,,0,송정29,0
77,808,0,함평500,,0,송정공원역,0,792,0,,0,,0,함평500,0
78,808,0,함평500,,0,송정공원역,0,793,0,,0,,0,함평500,0
79,808,0,송정33,,0,송정공원역,0,108,0,,0,,0,송정33,0
80,808,0,나주160,,0,송정공원역,0,542,0,,0,,0,나주160,0
81,808,0,나주161,,0,송정공원역,0,567,0,,0,,0,나주161,0
82,808,0,나주600,,0,송정공원역,0,561,0,,0,,0,나주600,0
83,808,0,나주601,,0,송정공원역,0,562,0,,0,,0,나주601,0
84,808,0,함평500,,0,송정공원역,0,827,0,,0,,0,함평500,0
85,808,0,일곡38,,0,송정공원역,0,20,0,,0,,0,일곡38,0
86,808,0,함평500,,0,송정공원역,0,825,0,,0,,0,함평500,0
87,808,0,함평500,,0,송정공원역,0,821,0,,0,,0,함평500,0
88,808,0,송정97(봉정행),,0,송정공원역,0,132,0,,0,,0,송정97(봉정행),0
89,808,0,함평500,,0,송정공원역,0,791,0,,0,,0,함평500,0
90,808,0,송정97,,0,송정공원역,0,93,0,,0,,0,송정97,0
91,808,0,함평500,,0,송정공원역,0,795,0,,0,,0,함평500,0
92,808,0,송정98,,0,송정공원역,0,68,0,,0,,0,송정98,0
93,808,0,함평500,,0,송정공원역,0,794,0,,0,,0,함평500,0
94,808,0,송정99,,0,송정공원역,0,69,0,,0,,0,송정99,0
95,808,0,함평500,,0,송정공원역,0,798,0,,0,,0,함평500,0
96,808,0,송정100,,0,송정공원역,0,103,0,,0,,0,송정100,0
97,808,0,함평500,,0,송정공원역,0,830,0,,0,,0,함평500,0
98,2272,0,지원15,,0,북초교,0,6,0,,0,,0,지원15,0
99,2272,0,용전84,,0,북초교,0,55,0,,0,,0,용전84,0
100,2736,0,첨단192,,0,첨단대우아파트,0,79,0,,0,,0,첨단192,0
101,2736,0,임곡91,,0,첨단대우아파트,0,61,0,,0,,0,임곡91,0
102,2736,0,첨단92,,0,첨단대우아파트,0,62,0,,0,,0,첨단92,0
103,2736,0,첨단94,,0,첨단대우아파트,0,64,0,,0,,0,첨단94,0
104,366,0,좌석02,,0,동부소방서,0,109,0,,0,,0,좌석02,0
105,366,0,진월07,,0,동부소방서,0,4,0,,0,,0,진월07,0
106,366,0,두암81(무등파크.장등동),,0,동부소방서,0,130,0,,0,,0,두암81(무등파크.장등동),0
107,366,0,마을715,,0,동부소방서,0,209,0,,0,,0,마을715,0
108,366,0,두암81(무등파크.장등마을),,0,동부소방서,0,106,0,,0,,0,두암81(무등파크.장등마을),0
109,366,0,마을715(영어마을경유),,0,동부소방서,0,208,0,,0,,0,마을715(영어마을경유),0
110,366,0,봉선37,,0,동부소방서,0,19,0,,0,,0,봉선37,0
111,366,0,지원52,,0,동부소방서,0,27,0,,0,,0,지원52,0
112,366,0,지원152(도웅리),,0,동부소방서,0,123,0,,0,,0,지원152(도웅리),0
113,366,0,지원152(능주역),,0,동부소방서,0,72,0,,0,,0,지원152(능주역),0
114,366,0,금남58,,0,동부소방서,0,33,0,,0,,0,금남58,0
115,2760,0,금남55,,0,기독병원,0,30,0,,0,,0,금남55,0
116,2955,0,매월61,,0,풍암사거리(동),0,35,0,,0,,0,매월61,0
117,2955,0,매월06,,0,풍암사거리(동),0,3,0,,0,,0,매월06,0
118,2955,0,대촌71,,0,풍암사거리(동),0,42,0,,0,,0,대촌71,0
119,2955,0,송암72,,0,풍암사거리(동),0,43,0,,0,,0,송암72,0
120,2955,0,대촌270,,0,풍암사거리(동),0,83,0,,0,,0,대촌270,0
121,2955,0,진월17,,0,풍암사거리(동),0,8,0,,0,,0,진월17,0
122,2955,0,진월77,,0,풍암사거리(동),0,48,0,,0,,0,진월77,0
123,2955,0,진월78,,0,풍암사거리(동),0,49,0,,0,,0,진월78,0
124,2955,0,매월26,,0,풍암사거리(동),0,13,0,,0,,0,매월26,0
125,2955,0,송암47,,0,풍암사거리(동),0,24,0,,0,,0,송암47,0
126,2955,0,금남59,,0,풍암사거리(동),0,34,0,,0,,0,금남59,0
127,3853,0,518,,0,효령동,0,86,0,,0,,0,518,0
128,3853,0,518,,0,효령동,0,86,0,,0,,0,518,0
129,3093,0,임곡290,,0,광산소방서입구,0,84,0,,0,,0,임곡290,0
130,3093,0,문흥18,,0,광산소방서입구,0,9,0,,0,,0,문흥18,0
131,3093,0,첨단20,,0,광산소방서입구,0,11,0,,0,,0,첨단20,0
132,3093,0,첨단94,,0,광산소방서입구,0,64,0,,0,,0,첨단94,0
133,668,0,화순217,,0,사평초교,0,858,0,,0,,0,화순217,0
134,668,0,화순217,,0,사평초교,0,859,0,,0,,0,화순217,0
135,668,0,화순217,,0,사평초교,0,851,0,,0,,0,화순217,0
136,668,0,화순217,,0,사평초교,0,860,0,,0,,0,화순217,0
137,668,0,화순217,,0,사평초교,0,854,0,,0,,0,화순217,0
138,668,0,화순217,,0,사평초교,0,855,0,,0,,0,화순217,0
139,668,0,화순217,,0,사평초교,0,850,0,,0,,0,화순217,0
140,668,0,화순217,,0,사평초교,0,856,0,,0,,0,화순217,0
141,668,0,화순217,,0,사평초교,0,849,0,,0,,0,화순217,0
142,668,0,228(구151.화순사평),,0,사평초교,0,71,0,,0,,0,228(구151.화순사평),0
143,668,0,화순217,,0,사평초교,0,857,0,,0,,0,화순217,0
144,668,0,화순217,,0,사평초교,0,772,0,,0,,0,화순217,0
145,668,0,화순217,,0,사평초교,0,861,0,,0,,0,화순217,0
146,668,0,화순217,,0,사평초교,0,862,0,,0,,0,화순217,0
147,668,0,화순217,,0,사평초교,0,863,0,,0,,0,화순217,0
148,668,0,화순217,,0,사평초교,0,845,0,,0,,0,화순217,0
149,668,0,화순217,,0,사평초교,0,844,0,,0,,0,화순217,0
150,668,0,화순217,,0,사평초교,0,842,0,,0,,0,화순217,0
151,668,0,화순217,,0,사평초교,0,846,0,,0,,0,화순217,0
152,668,0,화순217,,0,사평초교,0,864,0,,0,,0,화순217,0
153,668,0,화순217,,0,사평초교,0,865,0,,0,,0,화순217,0
154,668,0,화순217,,0,사평초교,0,866,0,,0,,0,화순217,0
155,668,0,화순217,,0,사평초교,0,867,0,,0,,0,화순217,0
156,668,0,화순217,,0,사평초교,0,868,0,,0,,0,화순217,0
157,668,0,화순217,,0,사평초교,0,869,0,,0,,0,화순217,0
158,1620,0,송정97(봉정행),,0,삼암,0,132,0,,0,,0,송정97(봉정행),0
159,1620,0,송정97,,0,삼암,0,93,0,,0,,0,송정97,0
160,1620,0,선운101(광주글로벌모터스),,0,삼암,0,125,0,,0,,0,선운101(광주글로벌모터스),0
161,532,0,지원15,,0,문화중,0,6,0,,0,,0,지원15,0
162,532,0,문흥18,,0,문화중,0,9,0,,0,,0,문흥18,0
163,532,0,운림35,,0,문화중,0,18,0,,0,,0,운림35,0
164,532,0,운림54,,0,문화중,0,29,0,,0,,0,운림54,0
165,3094,0,문흥18,,0,세방전지,0,9,0,,0,,0,문흥18,0
166,3094,0,첨단92,,0,세방전지,0,62,0,,0,,0,첨단92,0
167,3094,0,첨단94,,0,세방전지,0,64,0,,0,,0,첨단94,0
168,257,0,나주600,,0,신덕마을,0,561,0,,0,,0,나주600,0
169,257,0,나주601,,0,신덕마을,0,562,0,,0,,0,나주601,0
170,257,0,송정96,,0,신덕마을,0,66,0,,0,,0,송정96,0
171,257,0,송정97(봉정행),,0,신덕마을,0,132,0,,0,,0,송정97(봉정행),0
172,257,0,송정97,,0,신덕마을,0,93,0,,0,,0,송정97,0
173,1996,0,진월177,,0,노대,0,74,0,,0,,0,진월177,0
174,1996,0,화순318,,0,노대,0,994,0,,0,,0,화순318,0
175,1996,0,화순318,,0,노대,0,781,0,,0,,0,화순318,0
176,1996,0,화순318-1,,0,노대,0,783,0,,0,,0,화순318-1,0
177,1996,0,화순318-1,,0,노대,0,600,0,,0,,0,화순318-1,0
178,1996,0,화순318-1,,0,노대,0,999,0,,0,,0,화순318-1,0
179,1996,0,진월77,,0,노대,0,48,0,,0,,0,진월77,0
180,1996,0,화순318,,0,노대,0,993,0,,0,,0,화순318,0
181,1996,0,화순318,,0,노대,0,995,0,,0,,0,화순318,0
182,3464,0,대촌170,,0,농업기술원,0,73,0,,0,,0,대촌170,0
183,1884,0,지원15,,0,단지삼거리,0,6,0,,0,,0,지원15,0
184,1884,0,518,,0,단지삼거리,0,86,0,,0,,0,518,0
185,1884,0,용전84,,0,단지삼거리,0,55,0,,0,,0,용전84,0
186,2168,0,나주600,,0,대산,0,561,0,,0,,0,나주600,0
187,2168,0,나주601,,0,대산,0,562,0,,0,,0,나주601,0
188,2168,0,송정97(봉정행),,0,대산,0,132,0,,0,,0,송정97(봉정행),0
189,2168,0,송정97,,0,대산,0,93,0,,0,,0,송정97,0
190,390,0,송정19,,0,대인광장(북),0,10,0,,0,,0,송정19,0
191,390,0,나주160,,0,대인광장(북),0,542,0,,0,,0,나주160,0
192,390,0,지원152(도웅리),,0,대인광장(북),0,123,0,,0,,0,지원152(도웅리),0
193,390,0,지원152(능주역),,0,대인광장(북),0,72,0,,0,,0,지원152(능주역),0
194,2197,0,매월61,,0,대촌한일베라체,0,35,0,,0,,0,매월61,0
195,2197,0,대촌69,,0,대촌한일베라체,0,40,0,,0,,0,대촌69,0
196,2197,0,대촌70,,0,대촌한일베라체,0,41,0,,0,,0,대촌70,0
197,2197,0,마을715,,0,대촌한일베라체,0,209,0,,0,,0,마을715,0
198,2197,0,마을715(영어마을경유),,0,대촌한일베라체,0,208,0,,0,,0,마을715(영어마을경유),0
199,2332,0,대촌170,,0,도래,0,73,0,,0,,0,대촌170,0
200,2166,0,나주600,,0,도야,0,561,0,,0,,0,나주600,0
201,2166,0,나주601,,0,도야,0,562,0,,0,,0,나주601,0
202,2166,0,송정97(봉정행),,0,도야,0,132,0,,0,,0,송정97(봉정행),0
203,2166,0,송정97,,0,도야,0,93,0,,0,,0,송정97,0
204,347,0,마을788,,0,동강대후문,0,213,0,,0,,0,마을788,0
205,347,0,봉선27,,0,동강대후문,0,14,0,,0,,0,봉선27,0
206,347,0,일곡28,,0,동강대후문,0,15,0,,0,,0,일곡28,0
207,347,0,운림35,,0,동강대후문,0,18,0,,0,,0,운림35,0
208,347,0,나주997,,0,동강대후문,0,563,0,,0,,0,나주997,0
209,347,0,나주998,,0,동강대후문,0,564,0,,0,,0,나주998,0
210,347,0,나주999,,0,동강대후문,0,565,0,,0,,0,나주999,0
211,347,0,금남55,,0,동강대후문,0,30,0,,0,,0,금남55,0
212,360,0,228(구151.화순사평),,0,동림삼익아파트,0,71,0,,0,,0,228(구151.화순사평),0
213,360,0,228(구151.화순전대병원),,0,동림삼익아파트,0,122,0,,0,,0,228(구151.화순전대병원),0
214,360,0,첨단30,,0,동림삼익아파트,0,17,0,,0,,0,첨단30,0
215,360,0,금남58,,0,동림삼익아파트,0,33,0,,0,,0,금남58,0
216,2360,0,선운14,,0,동명고,0,115,0,,0,,0,선운14,0
217,2360,0,봉선37,,0,동명고,0,19,0,,0,,0,봉선37,0
218,2360,0,일곡38,,0,동명고,0,20,0,,0,,0,일곡38,0
219,370,0,진월17,,0,동산아파트,0,8,0,,0,,0,진월17,0
220,370,0,운림35,,0,동산아파트,0,18,0,,0,,0,운림35,0
221,370,0,금호36,,0,동산아파트,0,88,0,,0,,0,금호36,0
222,3395,0,송정97(봉정행),,0,동촌,0,132,0,,0,,0,송정97(봉정행),0
223,3395,0,송정97,,0,동촌,0,93,0,,0,,0,송정97,0
224,3312,0,임곡91,,0,두동,0,61,0,,0,,0,임곡91,0
225,3312,0,임곡91,,0,두동,0,61,0,,0,,0,임곡91,0
226,395,0,송암74,,0,두암초교,0,91,0,,0,,0,송암74,0
227,395,0,금남55,,0,두암초교,0,30,0,,0,,0,금남55,0
228,1718,0,상무64,,0,마산(서창),0,38,0,,0,,0,상무64,0
229,1718,0,대촌69,,0,마산(서창),0,40,0,,0,,0,대촌69,0
230,1718,0,대촌270,,0,마산(서창),0,83,0,,0,,0,대촌270,0
231,1718,0,운림50,,0,마산(서창),0,25,0,,0,,0,운림50,0
232,142,0,1187,,0,그린파크,0,87,0,,0,,0,1187,0
233,4157,0,진월177,,0,앵남2구,0,74,0,,0,,0,진월177,0
234,4157,0,화순318,,0,앵남2구,0,782,0,,0,,0,화순318,0
235,4157,0,화순318-1,,0,앵남2구,0,784,0,,0,,0,화순318-1,0
236,4157,0,화순318-1,,0,앵남2구,0,601,0,,0,,0,화순318-1,0
237,4157,0,화순318,,0,앵남2구,0,998,0,,0,,0,화순318,0
238,4157,0,화순318,,0,앵남2구,0,997,0,,0,,0,화순318,0
239,4157,0,화순318,,0,앵남2구,0,996,0,,0,,0,화순318,0
240,4157,0,화순318-1,,0,앵남2구,0,602,0,,0,,0,화순318-1,0
241,4157,0,화순200,,0,앵남2구,0,989,0,,0,,0,화순200,0
242,4157,0,화순200,,0,앵남2구,0,990,0,,0,,0,화순200,0
243,4157,0,화순200,,0,앵남2구,0,991,0,,0,,0,화순200,0
244,3192,0,매월61,,0,국립아시아문화전당(구.도청),0,35,0,,0,,0,매월61,0
245,3192,0,좌석02,,0,국립아시아문화전당(구.도청),0,109,0,,0,,0,좌석02,0
246,3192,0,첨단09,,0,국립아시아문화전당(구.도청),0,5,0,,0,,0,첨단09,0
247,3192,0,수완12,,0,국립아시아문화전당(구.도청),0,102,0,,0,,0,수완12,0
248,3192,0,228(구151.화순사평),,0,국립아시아문화전당(구.도청),0,71,0,,0,,0,228(구151.화순사평),0
249,3192,0,228(구151.화순전대병원),,0,국립아시아문화전당(구.도청),0,122,0,,0,,0,228(구151.화순전대병원),0
250,3192,0,419,,0,국립아시아문화전당(구.도청),0,31,0,,0,,0,419,0
251,3192,0,518,,0,국립아시아문화전당(구.도청),0,86,0,,0,,0,518,0
252,3192,0,문흥80,,0,국립아시아문화전당(구.도청),0,51,0,,0,,0,문흥80,0
253,3192,0,1187,,0,국립아시아문화전당(구.도청),0,87,0,,0,,0,1187,0
254,3192,0,금호36,,0,국립아시아문화전당(구.도청),0,88,0,,0,,0,금호36,0
255,3192,0,첨단95,,0,국립아시아문화전당(구.도청),0,65,0,,0,,0,첨단95,0
256,3192,0,지원45,,0,국립아시아문화전당(구.도청),0,23,0,,0,,0,지원45,0
257,3192,0,송정98,,0,국립아시아문화전당(구.도청),0,68,0,,0,,0,송정98,0
258,3192,0,운림51,,0,국립아시아문화전당(구.도청),0,26,0,,0,,0,운림51,0
259,3192,0,금남55,,0,국립아시아문화전당(구.도청),0,30,0,,0,,0,금남55,0
260,3192,0,금남57,,0,국립아시아문화전당(구.도청),0,32,0,,0,,0,금남57,0
261,3192,0,금남58,,0,국립아시아문화전당(구.도청),0,33,0,,0,,0,금남58,0
262,3192,0,금남59,,0,국립아시아문화전당(구.도청),0,34,0,,0,,0,금남59,0
263,29,0,송암68,,0,계수,0,111,0,,0,,0,송암68,0
264,29,0,매월16,,0,계수,0,7,0,,0,,0,매월16,0
265,29,0,지원25,,0,계수,0,12,0,,0,,0,지원25,0
266,29,0,일곡38,,0,계수,0,20,0,,0,,0,일곡38,0
267,29,0,금호46,,0,계수,0,95,0,,0,,0,금호46,0
268,124,0,송정296,,0,구룡(본량),0,85,0,,0,,0,송정296,0
269,188,0,순환01A(계수초->시청->조선대),,0,5.18자유공원,0,1,0,,0,,0,순환01A(계수초->시청->조선대),0
270,188,0,순환01B(계수초->운천저수지->조선대),,0,5.18자유공원,0,112,0,,0,,0,순환01B(계수초->운천저수지->조선대),0
271,188,0,좌석02,,0,5.18자유공원,0,109,0,,0,,0,좌석02,0
272,188,0,상무63,,0,5.18자유공원,0,37,0,,0,,0,상무63,0
273,188,0,상무64,,0,5.18자유공원,0,38,0,,0,,0,상무64,0
274,188,0,518,,0,5.18자유공원,0,86,0,,0,,0,518,0
275,252,0,양산60,,0,건국동행정복지센터,0,120,0,,0,,0,양산60,0
276,252,0,용전84,,0,건국동행정복지센터,0,55,0,,0,,0,용전84,0
277,252,0,용전85,,0,건국동행정복지센터,0,56,0,,0,,0,용전85,0
278,252,0,첨단95,,0,건국동행정복지센터,0,65,0,,0,,0,첨단95,0
279,252,0,금남57,,0,건국동행정복지센터,0,32,0,,0,,0,금남57,0
280,1049,0,상무62(시청경유상무역행),,0,운남삼성아파트,0,36,0,,0,,0,상무62(시청경유상무역행),0
281,1049,0,수완03,,0,운남삼성아파트,0,114,0,,0,,0,수완03,0
282,1049,0,진곡196,,0,운남삼성아파트,0,81,0,,0,,0,진곡196,0
283,1049,0,일곡10,,0,운남삼성아파트,0,96,0,,0,,0,일곡10,0
284,1049,0,문흥18,,0,운남삼성아파트,0,9,0,,0,,0,문흥18,0
285,1049,0,마을720,,0,운남삼성아파트,0,195,0,,0,,0,마을720,0
286,1049,0,송정29,,0,운남삼성아파트,0,16,0,,0,,0,송정29,0
287,1049,0,금호46,,0,운남삼성아파트,0,95,0,,0,,0,금호46,0
288,3467,0,용전184,,0,수북사거리,0,77,0,,0,,0,용전184,0
289,1295,0,매월61,,0,쌍촌시영아파트,0,35,0,,0,,0,매월61,0
290,1295,0,송암73,,0,쌍촌시영아파트,0,44,0,,0,,0,송암73,0
291,1295,0,진월77,,0,쌍촌시영아파트,0,48,0,,0,,0,진월77,0
292,1295,0,첨단20,,0,쌍촌시영아파트,0,11,0,,0,,0,첨단20,0
293,1295,0,금호36,,0,쌍촌시영아파트,0,88,0,,0,,0,금호36,0
294,1295,0,운림50,,0,쌍촌시영아파트,0,25,0,,0,,0,운림50,0
295,2321,0,대촌170,,0,광주어망,0,73,0,,0,,0,대촌170,0
296,4158,0,진월177,,0,앵남2구,0,74,0,,0,,0,진월177,0
297,4158,0,화순318,,0,앵남2구,0,994,0,,0,,0,화순318,0
298,4158,0,화순318,,0,앵남2구,0,781,0,,0,,0,화순318,0
299,4158,0,화순318-1,,0,앵남2구,0,783,0,,0,,0,화순318-1,0
300,4158,0,화순318-1,,0,앵남2구,0,600,0,,0,,0,화순318-1,0
301,4158,0,화순318-1,,0,앵남2구,0,999,0,,0,,0,화순318-1,0
302,4158,0,화순318,,0,앵남2구,0,993,0,,0,,0,화순318,0
303,4158,0,화순318,,0,앵남2구,0,995,0,,0,,0,화순318,0
304,4158,0,화순200,,0,앵남2구,0,986,0,,0,,0,화순200,0
305,3158,0,용전184,,0,강의리,0,77,0,,0,,0,용전184,0
306,96,0,담양3-1,,0,4.19기념관,0,745,0,,0,,0,담양3-1,0
307,96,0,담양3-2,,0,4.19기념관,0,716,0,,0,,0,담양3-2,0
308,96,0,228(구151.화순사평),,0,4.19기념관,0,71,0,,0,,0,228(구151.화순사평),0
309,96,0,228(구151.화순전대병원),,0,4.19기념관,0,122,0,,0,,0,228(구151.화순전대병원),0
310,96,0,담양5-2,,0,4.19기념관,0,733,0,,0,,0,담양5-2,0
311,96,0,송정19,,0,4.19기념관,0,10,0,,0,,0,송정19,0
312,96,0,담양5-4,,0,4.19기념관,0,730,0,,0,,0,담양5-4,0
313,96,0,518,,0,4.19기념관,0,86,0,,0,,0,518,0
314,96,0,담양5-5,,0,4.19기념관,0,749,0,,0,,0,담양5-5,0
315,96,0,담양6-1,,0,4.19기념관,0,725,0,,0,,0,담양6-1,0
316,96,0,담양7-2,,0,4.19기념관,0,721,0,,0,,0,담양7-2,0
317,96,0,담양8-1,,0,4.19기념관,0,728,0,,0,,0,담양8-1,0
318,96,0,용봉83,,0,4.19기념관,0,54,0,,0,,0,용봉83,0
319,96,0,나주160,,0,4.19기념관,0,542,0,,0,,0,나주160,0
320,96,0,담양322,,0,4.19기념관,0,742,0,,0,,0,담양322,0
321,96,0,담양322-1,,0,4.19기념관,0,743,0,,0,,0,담양322-1,0
322,96,0,송정98,,0,4.19기념관,0,68,0,,0,,0,송정98,0
323,96,0,금남55,,0,4.19기념관,0,30,0,,0,,0,금남55,0
324,107,0,대촌69,,0,광천초교,0,40,0,,0,,0,대촌69,0
325,107,0,첨단30,,0,광천초교,0,17,0,,0,,0,첨단30,0
326,107,0,송암31,,0,광천초교,0,101,0,,0,,0,송암31,0
327,107,0,임곡89,,0,광천초교,0,59,0,,0,,0,임곡89,0
328,107,0,지원56,,0,광천초교,0,119,0,,0,,0,지원56,0
329,155,0,매월61,,0,금남로5가역,0,35,0,,0,,0,매월61,0
330,155,0,용전184,,0,금남로5가역,0,77,0,,0,,0,용전184,0
331,155,0,첨단09,,0,금남로5가역,0,5,0,,0,,0,첨단09,0
332,155,0,518,,0,금남로5가역,0,86,0,,0,,0,518,0
333,155,0,1187,,0,금남로5가역,0,87,0,,0,,0,1187,0
334,155,0,금호36,,0,금남로5가역,0,88,0,,0,,0,금호36,0
335,155,0,문흥39,,0,금남로5가역,0,90,0,,0,,0,문흥39,0
336,155,0,첨단95,,0,금남로5가역,0,65,0,,0,,0,첨단95,0
337,155,0,수완49,,0,금남로5가역,0,98,0,,0,,0,수완49,0
338,155,0,운림51,,0,금남로5가역,0,26,0,,0,,0,운림51,0
339,155,0,금남57,,0,금남로5가역,0,32,0,,0,,0,금남57,0
340,215,0,양산60,,0,광암교입구,0,120,0,,0,,0,양산60,0
341,215,0,첨단192,,0,광암교입구,0,79,0,,0,,0,첨단192,0
342,215,0,마을777(평일운행),,0,광암교입구,0,210,0,,0,,0,마을777(평일운행),0
343,215,0,마을777(주말운행),,0,광암교입구,0,211,0,,0,,0,마을777(주말운행),0
344,215,0,임곡89,,0,광암교입구,0,59,0,,0,,0,임곡89,0
345,215,0,봉선37,,0,광암교입구,0,19,0,,0,,0,봉선37,0
346,215,0,송정98,,0,광암교입구,0,68,0,,0,,0,송정98,0
347,277,0,진월177,,0,대광여고,0,74,0,,0,,0,진월177,0
